AGEP,MAR,SCHL,SEX,PERNP,RAC1P
34,1,20,1,48000,1
36,1,18,2,3500,1
61,2,19,2,52000,1
75,1,21,1,0,1
72,1,19,2,0,1
76,1,16,1,0,1
73,1,20,2,0,1
72,1,19,2,0,1
77,1,19,1,0,1
60,3,18,2,43000,1
53,3,18,1,56000,1
59,3,18,2,120000,9
32,1,20,2,66000,9
2,5,,2,,9
36,1,18,1,48000,1
46,1,20,1,120000,1
46,1,20,2,0,1
24,5,22,2,20000,1
16,5,13,1,0,1
3,5,1,1,,1
22,1,1,1,500,1
80,2,16,2,0,1
25,5,21,1,40000,1
17,5,13,1,1000,9
19,5,18,1,2500,1
40,5,18,2,15000,8
38,5,21,1,73000,1
63,1,16,1,0,1
61,1,23,2,15400,1
89,2,11,2,0,1
54,1,21,2,30000,6
56,1,21,1,115000,6
25,5,20,1,12000,6
19,5,18,1,14100,1
59,3,22,1,120000,1
31,1,19,2,20000,1
33,1,18,1,35000,1
28,5,16,1,21000,8
7,5,3,2,,8
3,5,1,1,,8
28,5,16,2,600,8
45,5,21,2,75000,6
76,3,24,2,20000,6
42,3,21,1,25000,9
12,5,9,2,,9
9,5,7,1,,9
6,5,3,1,,2
94,2,16,2,0,1
87,2,16,2,0,1
38,5,16,1,35500,1
14,5,11,2,,1
13,5,10,1,,1
37,5,20,2,50000,1
67,1,24,1,0,1
66,1,22,2,0,1
32,5,22,1,0,1
57,5,16,2,36000,1
65,1,19,1,383000,1
62,1,18,2,4200,1
24,5,21,2,40000,1
75,1,20,1,4300,1
65,1,20,2,0,1
38,1,21,2,0,1
38,1,22,1,467000,1
9,5,6,1,,1
6,5,3,1,,1
86,3,16,1,0,1
55,3,21,1,52000,3
51,1,21,1,130000,6
44,1,19,2,52000,6
20,5,19,2,0,6
12,5,10,1,,6
26,1,21,1,38000,9
26,1,21,2,4500,1
18,5,16,2,0,6
30,5,20,1,60000,1
22,5,16,2,12000,1
48,1,19,1,172000,9
47,1,19,2,0,1
18,5,19,2,0,9
15,5,12,2,,9
44,1,21,1,2000,1
45,1,21,2,98000,2
31,4,21,1,34000,1
74,1,11,1,0,1
77,1,18,2,0,1
59,5,19,1,0,1
53,1,21,1,100,1
50,1,18,2,0,1
66,2,16,2,0,1
56,1,18,1,72000,1
49,1,19,2,10000,1
14,5,10,2,,1
68,3,19,1,0,1
33,1,21,1,125000,1
32,1,21,2,75000,1
1,5,,2,,1
57,5,17,2,53000,1
24,5,22,2,34000,1
56,1,21,2,0,1
55,1,21,2,10000,1
30,5,20,2,35000,2
73,1,11,1,0,2
55,1,7,2,0,2
62,1,16,1,50000,1
60,1,16,2,14000,1
53,1,21,2,105000,1
63,1,21,1,75800,1
20,5,19,2,1200,1
15,5,12,1,,1
43,1,21,2,20000,1
43,1,16,1,73000,1
17,5,14,1,4000,1
15,5,12,1,,1
13,5,9,1,,1
9,5,6,1,,1
33,1,15,1,50000,8
30,1,15,2,4400,8
25,5,16,1,50000,8
30,5,15,1,51000,8
60,1,24,1,144000,1
56,1,21,2,0,1
29,1,18,1,31000,1
27,3,16,1,0,1
5,5,2,1,,1
4,5,1,1,,1
2,5,,2,,1
25,1,19,2,0,3
68,1,20,1,0,9
66,1,20,2,0,1
47,3,9,2,50000,1
27,5,16,1,19500,1
23,5,19,1,13000,1
16,5,13,2,0,1
43,1,11,2,45000,8
54,1,11,1,51000,8
22,5,19,1,30200,8
16,5,13,1,0,8
90,2,1,2,0,1
39,3,19,1,90000,1
33,5,17,2,0,1
61,2,18,2,25000,1
35,5,18,1,36000,1
36,1,19,2,6500,1
37,1,15,1,51000,1
39,5,21,2,45000,1
26,5,19,1,35000,1
36,5,16,1,6000,1
38,1,21,2,35000,1
43,1,16,1,28200,2
66,3,20,1,0,3
62,1,19,2,0,1
57,3,20,2,0,1
31,1,19,1,32600,1
34,1,19,2,11400,1
6,5,3,2,,1
4,5,1,1,,1
42,3,19,1,161000,1
36,3,21,2,106000,1
9,5,6,2,,1
6,5,3,2,,1
26,5,21,1,24000,6
24,5,22,1,25500,1
56,5,18,2,62000,1
66,3,20,1,7200,1
53,1,21,1,467000,1
49,1,21,2,30000,1
62,1,22,2,0,1
62,1,24,1,383000,1
66,1,19,1,15000,1
62,3,19,2,28400,1
94,2,18,2,0,1
61,1,22,2,6000,9
64,1,24,1,95000,1
66,1,22,1,0,9
73,1,13,2,0,9
55,3,16,1,10000,9
52,3,15,1,50,6
64,1,22,2,85000,1
28,5,16,1,31000,1
8,5,5,1,,1
1,5,,1,,1
29,5,17,2,0,1
62,1,21,1,75000,1
64,1,22,2,155000,1
56,1,19,2,46600,1
51,1,19,1,62000,1
28,5,18,1,200,1
26,3,19,2,20000,1
61,1,23,1,15400,9
60,1,21,2,5300,1
34,1,21,1,143000,1
34,1,21,2,0,1
9,5,5,2,,1
7,5,3,1,,1
4,5,2,2,,1
0,5,,1,,1
79,2,17,2,0,1
36,5,19,1,35000,1
24,5,21,2,35000,1
63,1,24,1,130500,1
62,1,22,2,46500,1
86,2,13,2,0,1
20,5,19,2,38900,1
39,4,21,2,99000,1
1,5,,1,,1
45,1,23,1,270000,1
47,1,23,2,80000,1
12,5,9,2,,1
10,5,6,2,,1
35,1,16,2,16000,6
65,1,19,1,0,2
15,5,11,1,,6
9,5,5,2,,6
1,5,,1,,9
22,5,17,1,28000,1
59,2,13,1,65000,6
61,1,22,1,56000,1
61,1,22,2,56000,1
35,1,20,1,10000,1
31,1,16,2,0,1
17,5,15,2,0,1
5,5,2,1,,1
3,5,1,1,,1
65,3,19,1,0,1
54,4,21,1,140000,1
18,5,16,2,0,9
77,1,17,1,0,1
76,1,15,2,0,1
64,2,19,2,8000,1
66,1,1,2,0,6
73,1,1,1,0,6
46,4,19,2,24000,6
26,5,20,1,20000,6
15,5,11,2,,6
35,5,19,2,32000,1
13,5,10,1,,1
9,5,6,1,,1
9,5,6,1,,1
35,1,17,1,82000,1
28,1,16,2,4100,1
1,5,,1,,1
40,5,24,2,52000,1
19,5,19,1,5500,1
38,1,9,2,3000,1
36,1,9,1,20000,1
16,5,13,2,4500,1
11,5,8,1,,1
7,5,4,2,,1
1,5,,1,,1
43,3,20,1,35000,1
23,5,18,2,16700,1
8,5,6,1,,1
0,5,,1,,1
6,5,2,1,,1
19,5,20,1,10000,1
32,1,19,1,148000,1
29,1,18,2,0,1
7,5,4,1,,1
5,5,2,1,,1
33,5,19,1,20000,1
56,1,21,2,63000,1
50,1,19,1,16000,1
60,2,20,2,20000,1
54,5,16,2,48000,1
50,1,16,2,12100,1
49,1,17,1,97000,1
26,5,16,2,13000,1
61,1,7,1,2000,8
55,1,5,2,6000,8
33,1,13,1,27000,8
5,5,1,2,,8
2,5,,1,,1
26,1,16,2,0,8
47,1,21,1,0,1
53,1,22,2,250000,1
12,5,8,1,,1
58,3,18,1,154000,1
32,5,17,1,9700,1
19,5,19,1,3000,1
19,5,19,1,3500,1
32,1,21,1,200000,1
32,1,21,2,0,1
4,5,2,2,,1
2,5,,2,,1
71,1,16,1,46000,6
51,1,16,2,16800,6
28,5,18,2,35400,6
19,5,19,2,15400,9
1,5,,1,,9
63,2,19,1,1700,1
19,1,16,2,0,1
24,1,10,1,26000,1
0,5,,2,,1
59,1,20,1,52000,1
60,1,18,2,29000,1
21,5,15,1,32000,1
49,5,22,1,68000,1
43,5,21,2,28000,1
46,3,20,2,0,1
24,5,21,2,4500,1
48,3,21,1,149000,1
69,1,21,2,0,1
71,1,23,1,60000,1
34,1,20,2,52000,1
39,1,23,1,95000,1
58,1,21,2,60500,1
60,1,22,1,155000,1
61,3,21,1,15000,9
70,1,21,1,35000,1
70,1,19,2,0,1
42,1,12,1,36000,8
41,1,9,2,22000,8
18,5,14,2,1000,8
15,5,12,2,,8
8,5,4,1,,8
70,1,20,2,0,1
57,1,16,2,132850,1
71,1,21,1,18100,1
69,1,19,2,20000,1
50,3,21,2,54000,6
20,5,19,1,9000,9
16,5,13,2,7900,2
50,1,21,1,100000,6
45,1,20,2,0,6
15,5,11,2,,6
11,5,8,1,,6
4,5,1,1,,6
55,3,21,1,0,1
66,2,19,2,1500,6
57,2,16,2,27000,6
54,3,20,1,70000,1
13,5,9,2,,1
40,3,21,2,0,1
33,1,20,1,55000,1
30,1,20,2,16700,1
10,5,7,2,,1
8,5,6,2,,1
7,5,4,2,,1
5,5,1,1,,1
37,1,21,2,7300,3
14,5,11,2,,3
3,5,2,2,,3
68,3,16,2,0,1
48,1,21,2,43000,1
42,1,14,1,65000,1
11,5,8,2,,1
9,5,5,1,,1
55,1,19,1,40000,2
41,1,19,2,39000,2
19,5,19,1,4000,2
13,5,10,2,,2
3,5,1,2,,2
75,2,1,2,0,2
26,1,21,2,34000,1
28,1,24,1,134000,1
71,1,21,1,0,1
71,1,21,2,0,1
49,1,21,2,27000,1
49,1,21,1,16000,1
10,5,8,1,,1
66,1,21,2,920,1
64,1,20,1,45000,1
88,3,15,1,0,1
29,5,13,1,0,1
94,2,21,2,0,1
45,1,21,1,250000,1
48,1,23,2,467000,1
12,5,8,2,,1
10,5,6,2,,1
19,5,16,2,3200,1
36,5,18,1,32000,1
31,1,20,1,38000,1
75,1,21,2,5000,6
20,5,14,1,45000,9
33,1,22,2,20000,1
34,1,19,1,54000,1
3,5,1,2,,1
1,5,,1,,1
50,1,19,1,101000,2
38,1,18,2,0,2
15,5,12,1,,2
11,5,8,2,,2
5,5,2,1,,2
48,5,20,1,75000,1
37,1,16,1,60000,1
33,1,20,2,0,1
5,5,1,2,,1
4,5,2,2,,1
2,5,,2,,1
77,2,19,2,12000,1
49,1,16,1,0,1
53,1,17,2,0,1
48,1,21,2,135000,1
49,1,21,1,250000,1
13,5,10,1,,1
43,1,21,2,4000,9
47,1,16,1,72000,1
9,5,5,2,,9
7,5,4,2,,9
55,1,21,2,44200,1
51,1,16,1,0,1
18,5,14,1,0,1
16,5,12,1,0,1
78,2,11,2,0,1
27,1,13,1,20000,3
22,1,16,2,14000,1
65,1,16,1,102000,1
56,1,16,2,48000,1
21,5,16,2,10400,1
17,5,14,1,0,1
44,1,22,1,117000,1
44,1,22,2,20000,1
13,5,9,2,,1
10,5,7,2,,1
46,1,16,1,61200,1
51,1,16,2,0,2
12,5,9,2,,1
41,1,18,2,38000,1
41,1,16,1,34000,1
66,1,21,2,0,1
73,1,16,1,0,1
78,1,20,1,3100,1
74,1,19,2,0,1
31,3,19,2,39500,1
73,1,21,1,0,1
72,1,19,2,0,1
45,1,21,2,25000,1
12,5,9,2,,1
12,5,9,1,,1
52,1,19,1,55000,1
27,5,21,2,40000,1
26,5,19,1,40000,1
39,5,21,2,0,1
12,5,9,2,,1
8,5,5,2,,1
38,1,9,1,25000,1
72,5,22,2,0,1
23,5,21,2,12000,1
22,5,21,2,6400,1
47,1,22,1,10000,6
41,1,22,2,7200,6
13,5,10,2,,6
4,5,2,1,,6
23,5,21,2,3600,1
23,5,21,2,10000,1
21,5,21,2,500,1
20,5,21,2,2000,1
19,5,21,2,8000,1
19,5,21,2,2000,1
50,1,21,1,467000,1
51,1,21,2,5000,1
18,5,14,2,100,1
55,1,16,1,79000,1
56,1,19,2,0,1
59,1,18,1,0,1
60,1,20,2,0,9
45,1,22,1,50000,1
44,1,22,2,10000,1
3,5,1,1,,1
41,5,21,2,120000,1
53,3,22,2,82000,2
22,5,16,1,20700,2
57,1,21,1,63000,1
50,1,24,2,22000,1
75,1,19,1,0,3
63,1,19,2,0,3
67,3,18,2,467000,1
37,5,24,2,0,6
46,1,16,1,33400,8
40,1,12,2,0,1
10,5,7,1,,1
8,5,5,2,,1
49,1,21,2,100000,1
52,1,23,1,508000,1
16,5,13,2,0,1
12,5,9,2,,1
50,1,21,1,86000,1
50,1,20,2,0,6
20,5,19,2,5000,6
8,5,5,2,,9
75,1,22,1,0,1
59,1,21,2,57000,1
35,5,21,1,0,1
30,5,19,1,0,1
53,1,22,2,95000,1
52,1,21,1,69000,1
13,5,10,1,,1
11,5,8,1,,1
28,5,21,1,25200,1
31,5,20,2,20000,1
61,1,18,1,0,1
50,1,16,2,70000,1
34,1,21,1,100000,6
35,1,22,2,480,6
5,5,1,1,,6
2,5,,1,,6
65,1,16,2,0,6
67,1,19,2,0,1
71,1,21,1,0,1
61,4,16,2,28000,1
66,1,22,2,64000,1
69,1,19,1,0,1
36,1,21,2,1500,6
80,1,18,1,0,1
65,3,21,2,80000,1
78,1,14,1,0,1
76,1,16,2,0,1
66,1,19,1,0,1
61,1,21,2,36000,1
68,3,22,2,0,1
51,3,16,1,24000,3
65,1,21,1,0,1
69,1,20,2,0,1
60,3,19,2,0,1
45,1,21,2,60000,1
53,1,19,1,64000,2
13,5,10,1,,9
63,4,1,1,75000,1
69,1,19,2,0,1
74,1,16,1,0,1
35,1,21,2,140000,1
39,1,24,1,467000,1
1,5,,2,,1
27,1,17,2,0,8
34,1,1,1,52000,8
13,5,8,1,,8
12,5,10,2,,8
8,5,6,2,,8
5,5,1,2,,8
4,5,1,2,,8
27,5,16,2,14500,1
47,1,23,1,152500,1
52,1,21,2,7500,1
12,5,8,1,,1
89,2,18,2,0,1
66,3,16,1,0,1
65,5,16,2,0,1
46,1,16,2,39400,1
42,1,17,1,14500,1
47,3,17,2,0,1
70,1,23,1,120000,1
62,1,21,2,15000,1
34,1,23,2,51000,1
28,5,16,2,16000,2
83,2,16,2,0,1
34,1,19,1,54000,1
27,5,16,1,40000,1
3,5,2,2,,1
1,5,,2,,1
24,5,18,2,29000,1
65,1,16,1,50000,1
66,1,18,2,52000,1
25,1,21,2,15000,1
29,1,21,1,18200,1
63,1,19,2,0,1
66,1,16,1,0,4
50,3,17,1,30000,1
79,2,16,2,0,1
61,1,18,1,0,1
60,1,18,2,0,1
31,1,22,2,140000,6
32,1,21,1,135000,6
2,5,,1,,6
54,1,21,1,132000,1
56,1,22,2,0,1
69,1,12,1,0,1
71,1,20,2,0,1
41,5,16,1,0,1
71,3,21,2,0,3
38,5,18,1,0,3
31,1,23,2,110000,1
32,1,21,1,41000,1
81,2,16,2,0,1
73,3,16,1,0,1
44,1,18,2,28800,1
53,1,16,1,48000,1
29,5,20,2,30000,1
64,1,17,1,0,1
54,1,19,2,27000,1
36,5,16,1,0,1
35,5,21,1,38000,1
94,2,19,1,0,1
57,1,16,1,50000,1
55,1,19,2,12000,1
53,1,16,2,0,7
23,5,21,2,16800,7
84,2,1,2,0,7
41,1,22,2,67000,1
49,1,21,1,38000,2
59,2,19,2,0,3
51,3,22,2,50000,9
22,5,19,1,70000,9
24,5,16,2,10000,1
25,5,18,1,10000,1
39,5,17,1,12000,1
53,1,22,1,30400,1
43,1,19,2,0,1
16,5,13,1,400,1
14,5,11,2,,1
12,5,10,1,,1
10,5,8,1,,1
7,5,3,1,,1
7,5,3,1,,1
73,1,22,1,0,1
72,1,22,2,0,1
48,2,17,1,0,3
39,5,20,2,25000,1
17,5,16,1,0,3
7,5,4,2,,1
36,5,18,1,3000,1
65,3,19,2,0,1
55,1,22,2,14000,1
61,1,22,1,100000,1
69,5,19,1,0,1
61,3,20,2,15000,1
31,1,19,2,0,1
32,1,16,1,200000,1
9,5,5,1,,1
7,5,4,1,,1
4,5,2,1,,1
2,5,,2,,1
25,5,21,2,50000,1
32,5,24,1,42000,1
44,5,17,2,40000,6
12,5,9,1,,6
50,1,21,2,14400,1
52,1,21,1,101000,1
19,5,18,2,3000,1
31,1,21,2,32000,1
31,1,18,1,4000,1
9,5,6,2,,1
31,5,21,1,38000,1
19,5,16,1,32500,1
19,5,16,1,5000,1
19,5,16,1,1900,1
22,5,16,1,26400,1
0,5,,2,,1
56,5,16,1,75000,1
23,5,16,2,2600,1
45,1,21,2,88000,1
55,1,19,1,21000,3
60,3,19,2,50000,1
68,1,17,1,0,1
67,1,16,2,0,1
76,3,16,1,0,1
21,5,16,2,48000,1
22,5,16,2,1200,1
21,5,18,2,110,9
52,1,16,1,30000,1
72,2,14,2,0,1
24,1,21,1,16000,1
62,1,19,1,50000,1
62,1,19,2,0,1
18,5,16,2,5000,1
45,5,20,2,60000,1
24,5,16,2,4000,1
76,1,16,1,9600,1
71,1,21,2,0,1
46,5,16,2,20500,1
78,5,18,1,0,1
56,1,18,1,55000,9
51,1,16,2,0,1
17,5,1,1,0,9
59,3,17,1,59000,5
60,3,17,1,0,5
73,3,19,2,0,1
77,3,19,1,0,1
55,1,16,1,35000,1
51,1,15,2,0,1
17,5,13,2,1200,1
10,5,6,2,,1
56,4,1,2,0,1
20,5,16,2,0,1
34,5,18,2,23000,7
11,5,8,2,,7
56,3,20,1,85000,1
65,1,21,1,0,1
66,1,22,2,2000,1
39,5,18,2,0,2
9,5,6,1,,2
7,5,4,2,,2
69,3,21,1,18000,1
59,5,16,1,0,1
35,1,19,2,14600,1
37,1,21,1,48000,1
15,5,12,2,,1
64,5,5,1,0,1
63,1,22,1,80000,1
63,1,19,2,6000,1
45,3,21,1,63000,1
22,5,20,1,25000,1
29,5,22,2,24000,8
40,3,18,1,48000,1
9,5,6,2,,1
25,5,19,2,0,1
5,5,2,1,,1
4,5,2,2,,1
48,5,20,1,38000,1
77,1,16,2,0,1
88,1,13,1,0,1
38,1,22,2,71000,1
61,1,19,1,20000,1
43,1,18,1,12500,9
53,4,17,1,8200,2
56,1,16,1,110000,1
56,1,20,2,0,1
60,5,16,1,0,3
56,5,17,1,0,3
55,1,21,1,91000,1
56,1,20,2,0,1
44,5,15,1,11000,1
54,3,18,2,38000,1
46,1,20,2,21000,1
46,1,19,1,58000,1
19,5,16,1,4000,1
71,3,22,2,0,1
27,5,16,2,14500,1
56,3,11,2,0,1
72,1,10,1,840,9
65,3,11,1,30000,1
84,1,18,1,0,1
82,1,11,2,0,1
56,3,14,1,90000,1
55,3,19,1,0,1
32,1,19,1,74000,1
27,1,19,2,0,1
6,5,3,1,,1
3,5,1,2,,1
0,5,,1,,1
59,3,19,1,41000,8
56,3,19,2,0,8
31,5,18,1,22400,8
57,3,20,1,55000,1
62,3,17,2,42000,1
42,5,18,1,84000,1
34,3,16,1,65000,1
11,5,8,1,,1
9,5,6,1,,1
6,5,3,1,,1
1,5,,2,,1
32,5,21,2,67000,1
60,1,20,1,0,1
60,1,18,2,15000,1
37,1,19,1,8000,2
27,1,1,2,0,2
4,5,1,2,,2
1,5,,1,,2
29,1,21,2,0,1
29,1,18,1,82000,1
1,5,,2,,1
33,1,21,2,38000,1
37,1,18,1,35000,1
6,5,4,2,,1
4,5,1,1,,1
80,2,21,1,0,1
66,5,21,1,81000,1
69,3,24,1,0,8
19,5,19,2,14000,1
39,5,21,2,21100,2
15,5,12,2,,2
23,1,19,2,2300,1
24,1,21,1,20000,1
2,5,,1,,1
0,5,,1,,1
47,3,16,1,0,1
63,4,16,1,50000,1
35,3,17,1,0,1
59,2,20,2,76000,1
35,5,15,1,24900,1
32,5,16,1,2900,1
28,5,16,1,31000,1
51,1,16,2,11000,1
55,1,19,1,46800,1
35,1,22,2,25000,6
36,1,22,1,185000,6
5,5,1,1,,6
3,5,1,2,,6
77,2,19,2,0,1
43,3,21,2,72000,1
74,1,24,2,0,1
78,1,24,1,0,1
71,3,19,2,20000,1
59,2,20,2,100000,7
69,1,22,2,0,1
79,1,24,1,0,1
41,5,16,2,0,3
18,5,14,1,0,3
15,5,12,1,,3
6,5,4,2,,3
44,5,16,1,30000,3
27,5,21,2,30000,8
8,5,5,1,,8
6,5,4,1,,8
4,5,1,1,,8
32,5,19,2,0,1
35,5,21,2,45000,1
56,1,21,1,124000,1
56,1,21,2,48000,1
36,1,17,1,4000,1
36,1,13,2,0,1
7,5,3,1,,1
7,5,4,2,,1
66,2,20,2,28000,1
87,1,12,2,0,1
88,1,11,1,0,1
27,1,21,2,0,1
26,1,21,1,78000,1
3,5,1,2,,1
1,5,,1,,1
61,1,22,1,30000,1
61,1,22,2,40000,1
24,5,22,2,0,1
59,5,19,1,85000,1
45,3,16,2,0,1
61,1,21,1,111000,1
73,1,16,2,0,1
64,3,20,2,90000,1
22,5,16,1,12000,1
52,3,19,1,90000,1
21,5,18,2,1000,1
74,1,19,2,0,1
59,1,16,1,88000,1
40,1,18,1,60000,1
35,1,19,2,35000,1
0,5,,2,,1
87,2,16,2,0,1
39,1,21,2,23200,6
38,1,21,1,31100,6
16,5,12,2,0,6
14,5,10,2,,6
58,1,16,1,40000,2
49,1,16,2,27100,1
26,1,17,1,50000,9
77,1,19,1,0,1
77,1,20,2,0,1
51,5,20,2,10000,1
64,1,21,1,80000,1
64,1,19,2,0,1
32,1,23,1,115000,1
35,1,20,2,6000,6
0,5,,2,,9
46,1,21,2,83000,1
45,1,20,1,2600,1
71,1,18,1,11600,1
67,1,19,2,6700,1
19,5,18,2,7800,1
41,1,20,1,30000,1
43,1,20,2,70000,1
19,5,18,2,8000,1
16,5,12,1,0,1
25,5,21,2,6000,1
21,5,16,2,8000,1
81,1,20,2,0,1
82,1,16,1,0,1
70,1,19,1,73000,1
71,1,18,2,0,1
23,5,21,2,12500,1
19,5,18,1,5700,1
77,3,13,1,0,1
51,1,19,1,70000,1
55,1,20,2,0,1
76,1,17,1,0,1
79,1,15,2,0,1
68,5,20,2,0,1
64,5,22,2,15000,1
34,1,16,1,95000,1
35,1,16,2,14000,1
12,5,8,1,,1
9,5,5,1,,1
6,5,3,2,,1
27,3,16,2,12000,1
4,5,1,2,,1
22,5,16,1,18000,1
87,2,16,2,0,1
51,5,16,1,24100,1
58,1,21,1,0,1
59,1,21,2,46500,1
68,1,19,1,98000,1
70,1,21,2,0,1
90,2,16,2,0,1
29,1,19,2,0,1
33,1,16,1,150000,1
8,5,5,1,,1
6,5,3,2,,1
4,5,2,2,,1
53,1,16,1,72000,1
61,1,20,2,0,1
73,1,20,1,0,1
72,1,19,2,0,1
30,5,16,2,28800,1
6,5,3,1,,9
1,5,,2,,9
35,5,18,1,19000,9
44,3,13,1,0,1
48,1,21,2,0,8
48,1,22,1,100000,8
18,5,14,1,0,8
14,5,11,2,,8
65,1,21,2,0,1
63,1,19,1,40000,1
29,5,20,1,0,1
58,1,16,2,25000,1
69,1,16,1,0,3
60,1,18,2,4700,1
72,1,21,1,0,1
63,3,19,1,0,1
53,1,19,1,20000,1
48,1,16,2,36000,1
14,5,11,1,,1
17,5,14,1,2000,1
78,3,16,2,0,1
83,2,18,2,0,1
65,1,21,1,79000,1
65,1,21,2,93000,1
72,1,16,1,0,1
76,1,16,2,0,1
67,1,21,2,26000,1
58,1,20,1,0,1
22,5,20,2,2200,1
20,5,13,1,0,2
52,1,21,2,47500,1
58,1,18,1,20600,1
58,1,22,2,140000,1
58,1,22,2,58000,1
20,1,19,1,15000,9
17,5,13,1,3000,1
21,1,21,2,14000,1
54,5,16,2,37000,1
54,1,20,2,64700,1
54,1,16,1,39800,1
16,5,12,1,0,1
16,5,12,2,0,1
30,1,21,2,0,1
31,1,21,1,91000,1
4,5,2,1,,1
2,5,,2,,1
54,1,19,1,79000,1
55,1,22,2,18000,1
25,1,19,2,0,1
28,1,21,1,68000,9
7,5,4,1,,1
0,5,,2,,1
7,5,4,1,,1
52,1,22,1,137000,1
52,1,16,2,0,1
20,5,16,1,2000,1
24,1,18,2,19000,9
39,5,24,1,80000,2
42,5,18,2,10000,2
28,5,16,1,45000,1
72,1,11,1,0,1
72,1,16,2,0,1
26,1,21,2,80000,1
27,1,21,1,30000,1
54,1,21,2,220000,1
55,1,19,1,5000,1
14,5,11,2,,1
13,5,9,1,,1
42,1,21,1,59000,1
46,1,19,2,21000,1
17,5,14,2,1200,1
37,1,22,2,16000,1
36,1,21,1,61000,1
7,5,4,1,,1
43,3,16,2,15000,3
87,2,17,2,0,1
46,2,18,2,65000,3
19,5,15,2,0,3
15,5,12,2,,3
13,5,11,1,,3
50,5,1,1,0,3
37,1,21,2,0,1
38,1,19,1,80000,1
14,5,11,2,,1
12,5,9,1,,1
7,5,5,1,,1
3,5,1,2,,1
0,5,,2,,1
63,3,20,2,24000,1
69,3,18,1,0,1
60,1,19,2,1100,1
65,1,19,1,12000,1
69,1,21,1,0,1
67,1,16,2,0,6
41,5,18,1,0,9
62,1,23,1,100000,1
64,1,21,2,36000,1
62,1,16,2,0,1
66,1,16,1,0,1
83,1,16,1,0,1
77,1,16,2,0,1
70,3,1,2,0,1
50,3,1,2,0,1
78,3,1,2,0,1
28,5,16,1,0,1
68,1,16,1,0,1
65,1,17,2,10000,1
33,3,17,2,0,1
31,1,22,1,100000,6
31,1,21,2,100000,6
5,5,2,1,,6
61,3,16,2,19000,1
49,2,16,1,600,9
40,5,19,2,44000,1
15,5,11,1,,1
7,5,3,1,,1
45,1,22,1,95000,6
45,1,22,2,72000,6
5,5,2,1,,6
22,5,13,2,0,1
40,1,18,2,50000,1
54,1,16,1,40000,1
67,3,22,2,105000,1
39,5,23,1,84000,1
58,5,22,2,64000,2
54,4,19,2,12000,1
40,3,20,2,6800,1
12,5,8,2,,1
9,5,5,1,,1
9,5,5,1,,1
9,5,5,1,,1
6,5,2,1,,1
40,5,22,2,58000,1
41,3,20,1,40000,1
45,1,20,1,75000,1
52,1,18,2,60000,1
65,1,16,2,63000,1
74,1,16,1,0,1
63,5,21,2,64000,1
53,3,16,2,0,1
30,5,16,1,24000,1
33,5,21,2,41600,1
54,1,17,1,0,1
53,1,16,2,14600,1
53,4,18,1,0,1
40,1,21,1,97000,1
38,1,21,2,50000,1
69,1,17,1,0,1
69,1,16,2,8500,1
71,1,18,1,0,9
69,1,13,2,0,1
65,1,19,2,0,9
70,1,19,1,0,1
86,2,16,1,0,1
33,1,21,2,0,1
36,1,20,1,59000,1
2,5,,2,,1
1,5,,2,,1
25,5,16,1,50000,1
34,5,19,1,37000,1
34,5,19,1,30000,1
58,1,21,1,0,1
58,1,22,1,467000,1
47,5,9,1,6700,3
67,1,6,1,0,1
60,1,13,2,0,1
33,5,19,1,34000,1
36,5,19,2,27000,1
7,5,4,1,,1
42,1,19,1,100000,1
36,1,19,2,8000,1
6,5,3,1,,1
11,5,9,1,,1
8,5,5,2,,1
39,1,23,2,173000,1
40,1,21,1,30500,1
4,5,1,1,,1
2,5,,2,,1
72,3,16,2,0,2
64,5,16,1,0,2
71,3,21,2,0,1
41,5,19,2,29000,1
36,1,21,1,60000,1
35,1,20,2,0,6
5,5,2,1,,9
47,3,20,2,0,1
67,3,16,2,0,1
54,5,20,2,0,1
38,3,19,1,120000,9
11,5,8,1,,1
16,5,13,1,0,1
36,5,19,2,137000,1
49,1,22,1,467000,1
50,1,22,2,700,1
14,5,10,2,,1
11,5,8,1,,1
56,1,16,1,50000,1
55,1,16,2,0,1
43,1,16,2,17600,1
47,1,22,1,0,1
51,5,18,2,86000,1
39,1,22,1,150000,5
35,1,22,2,0,5
6,5,3,1,,5
42,3,20,2,43000,1
26,3,16,1,37500,9
18,5,16,2,16000,9
7,5,3,2,,1
1,5,,2,,1
7,5,4,1,,9
7,5,4,1,,9
29,3,16,2,30000,9
64,2,16,2,0,1
44,1,16,1,0,1
44,1,22,2,100000,1
37,1,23,1,467300,6
32,1,21,2,1000,6
1,5,,2,,6
58,1,21,1,210000,1
57,1,22,2,110000,1
23,5,21,1,7500,1
51,5,16,1,0,9
63,3,18,2,31200,1
26,5,21,2,24600,1
60,1,11,1,80000,2
55,1,16,2,0,2
30,5,19,1,44000,2
75,3,24,2,0,2
53,1,17,2,40000,1
55,1,17,1,20000,1
2,5,,2,,1
66,1,16,1,80000,1
50,1,18,2,29000,1
51,1,16,1,66000,1
16,5,13,1,0,1
46,1,22,1,188000,6
42,1,21,2,0,6
14,5,11,1,,6
12,5,9,1,,6
7,5,5,2,,6
2,5,,1,,6
79,1,21,1,0,1
75,1,18,2,0,1
60,1,17,2,0,1
75,1,20,1,0,1
41,1,22,2,1000,1
